DEMAND_FORECAST_ID,PRODUCT_ID,SITE_ID,FORECAST_DATE,FORECAST_CREATION_DATE,FORECAST_QUANTITY,FORECAST_TYPE,FORECAST_METHOD,FORECAST_HORIZON,CONFIDENCE_LEVEL,SCENARIO_ID,FISCAL_PERIOD,FISCAL_MONTH,FISCAL_QUARTER,FISCAL_YEAR,UNIT_REVENUE
1094,180,3,2024-11-15,2024-07-01,2704,DEMAND,STATISTICAL,MONTHLY,0.75,2,FY24-NOV,November,Q4,2024,129.99
1095,180,3,2024-11-15,2024-07-01,1903,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-NOV,November,Q4,2024,129.99
1096,180,3,2024-12-15,2024-07-01,890,DEMAND,STATISTICAL,MONTHLY,0.93,1,FY24-DEC,December,Q4,2024,129.99
1097,180,3,2024-12-15,2024-07-01,1177,DEMAND,STATISTICAL,MONTHLY,0.9,2,FY24-DEC,December,Q4,2024,129.99
1098,180,3,2024-12-15,2024-07-01,801,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-DEC,December,Q4,2024,129.99
1099,180,4,2024-07-15,2024-07-01,1320,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-JUL,July,Q3,2024,129.99
1100,180,4,2024-07-15,2024-07-01,1489,DEMAND,STATISTICAL,MONTHLY,0.82,2,FY24-JUL,July,Q3,2024,129.99
1101,180,4,2024-07-15,2024-07-01,1188,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-JUL,July,Q3,2024,129.99
1102,180,4,2024-08-15,2024-07-01,1291,DEMAND,STATISTICAL,MONTHLY,0.85,1,FY24-AUG,August,Q3,2024,129.99
1103,180,4,2024-08-15,2024-07-01,1469,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-AUG,August,Q3,2024,129.99
1104,180,4,2024-08-15,2024-07-01,1162,DEMAND,STATISTICAL,MONTHLY,0.95,3,FY24-AUG,August,Q3,2024,129.99
1105,180,4,2024-09-15,2024-07-01,1893,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-SEP,September,Q3,2024,129.99
1106,180,4,2024-09-15,2024-07-01,2094,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-SEP,September,Q3,2024,129.99
1107,180,4,2024-09-15,2024-07-01,1704,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-SEP,September,Q3,2024,129.99
1108,180,4,2024-10-15,2024-07-01,1373,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-OCT,October,Q4,2024,129.99
1109,180,4,2024-10-15,2024-07-01,1767,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-OCT,October,Q4,2024,129.99
1110,180,4,2024-10-15,2024-07-01,1236,DEMAND,STATISTICAL,MONTHLY,0.87,3,FY24-OCT,October,Q4,2024,129.99
1111,180,4,2024-11-15,2024-07-01,1520,DEMAND,STATISTICAL,MONTHLY,0.85,1,FY24-NOV,November,Q4,2024,129.99
1112,180,4,2024-11-15,2024-07-01,1907,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-NOV,November,Q4,2024,129.99
1113,180,4,2024-11-15,2024-07-01,1368,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-NOV,November,Q4,2024,129.99
1114,180,4,2024-12-15,2024-07-01,1690,DEMAND,STATISTICAL,MONTHLY,0.85,1,FY24-DEC,December,Q4,2024,129.99
1115,180,4,2024-12-15,2024-07-01,2138,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-DEC,December,Q4,2024,129.99
1116,180,4,2024-12-15,2024-07-01,1521,DEMAND,STATISTICAL,MONTHLY,0.78,3,FY24-DEC,December,Q4,2024,129.99
1117,180,5,2024-07-15,2024-07-01,2888,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-JUL,July,Q3,2024,129.99
1118,180,5,2024-07-15,2024-07-01,3201,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-JUL,July,Q3,2024,129.99
1119,180,5,2024-07-15,2024-07-01,2600,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-JUL,July,Q3,2024,129.99
1120,180,5,2024-08-15,2024-07-01,1334,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-AUG,August,Q3,2024,129.99
1121,180,5,2024-08-15,2024-07-01,1502,DEMAND,STATISTICAL,MONTHLY,0.85,2,FY24-AUG,August,Q3,2024,129.99
1122,180,5,2024-08-15,2024-07-01,1201,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-AUG,August,Q3,2024,129.99
1123,180,5,2024-09-15,2024-07-01,1982,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-SEP,September,Q3,2024,129.99
1124,180,5,2024-09-15,2024-07-01,2261,DEMAND,STATISTICAL,MONTHLY,0.82,2,FY24-SEP,September,Q3,2024,129.99
1125,180,5,2024-09-15,2024-07-01,1784,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-SEP,September,Q3,2024,129.99
1126,180,5,2024-10-15,2024-07-01,1867,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-OCT,October,Q4,2024,129.99
1127,180,5,2024-10-15,2024-07-01,2483,DEMAND,STATISTICAL,MONTHLY,0.9,2,FY24-OCT,October,Q4,2024,129.99
1128,180,5,2024-10-15,2024-07-01,1680,DEMAND,STATISTICAL,MONTHLY,0.89,3,FY24-OCT,October,Q4,2024,129.99
1129,180,5,2024-11-15,2024-07-01,765,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-NOV,November,Q4,2024,129.99
1130,180,5,2024-11-15,2024-07-01,976,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-NOV,November,Q4,2024,129.99
1131,180,5,2024-11-15,2024-07-01,688,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-NOV,November,Q4,2024,129.99
1132,180,5,2024-12-15,2024-07-01,2324,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-DEC,December,Q4,2024,129.99
1133,180,5,2024-12-15,2024-07-01,3073,DEMAND,STATISTICAL,MONTHLY,0.87,2,FY24-DEC,December,Q4,2024,129.99
1134,180,5,2024-12-15,2024-07-01,2092,DEMAND,STATISTICAL,MONTHLY,0.78,3,FY24-DEC,December,Q4,2024,129.99
1135,190,3,2024-07-15,2024-07-01,1788,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-JUL,July,Q3,2024,149.99
1136,190,3,2024-07-15,2024-07-01,2036,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-JUL,July,Q3,2024,149.99
1137,190,3,2024-07-15,2024-07-01,1609,DEMAND,STATISTICAL,MONTHLY,0.91,3,FY24-JUL,July,Q3,2024,149.99
1138,190,3,2024-08-15,2024-07-01,996,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-AUG,August,Q3,2024,149.99
1139,190,3,2024-08-15,2024-07-01,1143,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-AUG,August,Q3,2024,149.99
1140,190,3,2024-08-15,2024-07-01,896,DEMAND,STATISTICAL,MONTHLY,0.75,3,FY24-AUG,August,Q3,2024,149.99
1141,190,3,2024-09-15,2024-07-01,1142,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-SEP,September,Q3,2024,149.99
1142,190,3,2024-09-15,2024-07-01,1280,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-SEP,September,Q3,2024,149.99
1143,190,3,2024-09-15,2024-07-01,1028,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-SEP,September,Q3,2024,149.99
1144,190,3,2024-10-15,2024-07-01,2015,DEMAND,STATISTICAL,MONTHLY,0.93,1,FY24-OCT,October,Q4,2024,149.99
1145,190,3,2024-10-15,2024-07-01,2694,DEMAND,STATISTICAL,MONTHLY,0.9,2,FY24-OCT,October,Q4,2024,149.99
1146,190,3,2024-10-15,2024-07-01,1813,DEMAND,STATISTICAL,MONTHLY,0.76,3,FY24-OCT,October,Q4,2024,149.99
1147,190,3,2024-11-15,2024-07-01,899,DEMAND,STATISTICAL,MONTHLY,0.85,1,FY24-NOV,November,Q4,2024,149.99
1148,190,3,2024-11-15,2024-07-01,1175,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-NOV,November,Q4,2024,149.99
1149,190,3,2024-11-15,2024-07-01,809,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-NOV,November,Q4,2024,149.99
1150,190,3,2024-12-15,2024-07-01,1462,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-DEC,December,Q4,2024,149.99
1151,190,3,2024-12-15,2024-07-01,1852,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-DEC,December,Q4,2024,149.99
1152,190,3,2024-12-15,2024-07-01,1315,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-DEC,December,Q4,2024,149.99
1153,190,4,2024-07-15,2024-07-01,1225,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-JUL,July,Q3,2024,149.99
1154,190,4,2024-07-15,2024-07-01,1401,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-JUL,July,Q3,2024,149.99
1155,190,4,2024-07-15,2024-07-01,1102,DEMAND,STATISTICAL,MONTHLY,0.91,3,FY24-JUL,July,Q3,2024,149.99
1156,190,4,2024-08-15,2024-07-01,1041,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-AUG,August,Q3,2024,149.99
1157,190,4,2024-08-15,2024-07-01,1155,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-AUG,August,Q3,2024,149.99
1158,190,4,2024-08-15,2024-07-01,937,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-AUG,August,Q3,2024,149.99
1159,190,4,2024-09-15,2024-07-01,960,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-SEP,September,Q3,2024,149.99
1160,190,4,2024-09-15,2024-07-01,1103,DEMAND,STATISTICAL,MONTHLY,0.9,2,FY24-SEP,September,Q3,2024,149.99
1161,190,4,2024-09-15,2024-07-01,864,DEMAND,STATISTICAL,MONTHLY,0.89,3,FY24-SEP,September,Q3,2024,149.99
1162,190,4,2024-10-15,2024-07-01,2200,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-OCT,October,Q4,2024,149.99
1163,190,4,2024-10-15,2024-07-01,2820,DEMAND,STATISTICAL,MONTHLY,0.82,2,FY24-OCT,October,Q4,2024,149.99
1164,190,4,2024-10-15,2024-07-01,1980,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-OCT,October,Q4,2024,149.99
1165,190,4,2024-11-15,2024-07-01,2447,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-NOV,November,Q4,2024,149.99
1166,190,4,2024-11-15,2024-07-01,3129,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-NOV,November,Q4,2024,149.99
1167,190,4,2024-11-15,2024-07-01,2202,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-NOV,November,Q4,2024,149.99
1168,190,4,2024-12-15,2024-07-01,2684,DEMAND,STATISTICAL,MONTHLY,0.95,1,FY24-DEC,December,Q4,2024,149.99
1169,190,4,2024-12-15,2024-07-01,3575,DEMAND,STATISTICAL,MONTHLY,0.94,2,FY24-DEC,December,Q4,2024,149.99
1170,190,4,2024-12-15,2024-07-01,2416,DEMAND,STATISTICAL,MONTHLY,0.91,3,FY24-DEC,December,Q4,2024,149.99
1171,190,5,2024-07-15,2024-07-01,1313,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-JUL,July,Q3,2024,149.99
1172,190,5,2024-07-15,2024-07-01,1507,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-JUL,July,Q3,2024,149.99
1173,190,5,2024-07-15,2024-07-01,1182,DEMAND,STATISTICAL,MONTHLY,0.93,3,FY24-JUL,July,Q3,2024,149.99
1174,190,5,2024-08-15,2024-07-01,2212,DEMAND,STATISTICAL,MONTHLY,0.8,1,FY24-AUG,August,Q3,2024,149.99
1175,190,5,2024-08-15,2024-07-01,2486,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-AUG,August,Q3,2024,149.99
1176,190,5,2024-08-15,2024-07-01,1990,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-AUG,August,Q3,2024,149.99
1177,190,5,2024-09-15,2024-07-01,2892,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-SEP,September,Q3,2024,149.99
1178,190,5,2024-09-15,2024-07-01,3220,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-SEP,September,Q3,2024,149.99
1179,190,5,2024-09-15,2024-07-01,2603,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-SEP,September,Q3,2024,149.99
1180,190,5,2024-10-15,2024-07-01,1366,DEMAND,STATISTICAL,MONTHLY,0.8,1,FY24-OCT,October,Q4,2024,149.99
1181,190,5,2024-10-15,2024-07-01,1799,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-OCT,October,Q4,2024,149.99
1182,190,5,2024-10-15,2024-07-01,1230,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-OCT,October,Q4,2024,149.99
1183,190,5,2024-11-15,2024-07-01,838,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-NOV,November,Q4,2024,149.99
1184,190,5,2024-11-15,2024-07-01,1075,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-NOV,November,Q4,2024,149.99
1185,190,5,2024-11-15,2024-07-01,754,DEMAND,STATISTICAL,MONTHLY,0.89,3,FY24-NOV,November,Q4,2024,149.99
1186,190,5,2024-12-15,2024-07-01,1078,DEMAND,STATISTICAL,MONTHLY,0.75,1,FY24-DEC,December,Q4,2024,149.99
1187,190,5,2024-12-15,2024-07-01,1407,DEMAND,STATISTICAL,MONTHLY,0.94,2,FY24-DEC,December,Q4,2024,149.99
1188,190,5,2024-12-15,2024-07-01,970,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-DEC,December,Q4,2024,149.99
1189,191,3,2024-07-15,2024-07-01,2414,DEMAND,STATISTICAL,MONTHLY,0.93,1,FY24-JUL,July,Q3,2024,172.49
1190,191,3,2024-07-15,2024-07-01,2713,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-JUL,July,Q3,2024,172.49
1191,191,3,2024-07-15,2024-07-01,2173,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-JUL,July,Q3,2024,172.49
1192,191,3,2024-08-15,2024-07-01,1088,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-AUG,August,Q3,2024,172.49
1193,191,3,2024-08-15,2024-07-01,1232,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-AUG,August,Q3,2024,172.49
1194,191,3,2024-08-15,2024-07-01,979,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-AUG,August,Q3,2024,172.49
1195,191,3,2024-09-15,2024-07-01,1675,DEMAND,STATISTICAL,MONTHLY,0.8,1,FY24-SEP,September,Q3,2024,172.49
1196,191,3,2024-09-15,2024-07-01,1904,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-SEP,September,Q3,2024,172.49
1197,191,3,2024-09-15,2024-07-01,1508,DEMAND,STATISTICAL,MONTHLY,0.76,3,FY24-SEP,September,Q3,2024,172.49
1198,191,3,2024-10-15,2024-07-01,2745,DEMAND,STATISTICAL,MONTHLY,0.79,1,FY24-OCT,October,Q4,2024,172.49
1199,191,3,2024-10-15,2024-07-01,3673,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-OCT,October,Q4,2024,172.49
1200,191,3,2024-10-15,2024-07-01,2471,DEMAND,STATISTICAL,MONTHLY,0.93,3,FY24-OCT,October,Q4,2024,172.49
1201,191,3,2024-11-15,2024-07-01,2544,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-NOV,November,Q4,2024,172.49
1202,191,3,2024-11-15,2024-07-01,3306,DEMAND,STATISTICAL,MONTHLY,0.94,2,FY24-NOV,November,Q4,2024,172.49
1203,191,3,2024-11-15,2024-07-01,2289,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-NOV,November,Q4,2024,172.49
1204,191,3,2024-12-15,2024-07-01,2755,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-DEC,December,Q4,2024,172.49
1205,191,3,2024-12-15,2024-07-01,3455,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-DEC,December,Q4,2024,172.49
1206,191,3,2024-12-15,2024-07-01,2480,DEMAND,STATISTICAL,MONTHLY,0.87,3,FY24-DEC,December,Q4,2024,172.49
1207,191,4,2024-07-15,2024-07-01,2401,DEMAND,STATISTICAL,MONTHLY,0.95,1,FY24-JUL,July,Q3,2024,172.49
1208,191,4,2024-07-15,2024-07-01,2675,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-JUL,July,Q3,2024,172.49
1209,191,4,2024-07-15,2024-07-01,2161,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-JUL,July,Q3,2024,172.49
1210,191,4,2024-08-15,2024-07-01,1511,DEMAND,STATISTICAL,MONTHLY,0.93,1,FY24-AUG,August,Q3,2024,172.49
1211,191,4,2024-08-15,2024-07-01,1672,DEMAND,STATISTICAL,MONTHLY,0.85,2,FY24-AUG,August,Q3,2024,172.49
1212,191,4,2024-08-15,2024-07-01,1360,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-AUG,August,Q3,2024,172.49
1213,191,4,2024-09-15,2024-07-01,2156,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-SEP,September,Q3,2024,172.49
1214,191,4,2024-09-15,2024-07-01,2389,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-SEP,September,Q3,2024,172.49
1215,191,4,2024-09-15,2024-07-01,1940,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-SEP,September,Q3,2024,172.49
1216,191,4,2024-10-15,2024-07-01,1013,DEMAND,STATISTICAL,MONTHLY,0.75,1,FY24-OCT,October,Q4,2024,172.49
1217,191,4,2024-10-15,2024-07-01,1301,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-OCT,October,Q4,2024,172.49
1218,191,4,2024-10-15,2024-07-01,912,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-OCT,October,Q4,2024,172.49
1219,191,4,2024-11-15,2024-07-01,1029,DEMAND,STATISTICAL,MONTHLY,0.79,1,FY24-NOV,November,Q4,2024,172.49
1220,191,4,2024-11-15,2024-07-01,1375,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-NOV,November,Q4,2024,172.49
1221,191,4,2024-11-15,2024-07-01,926,DEMAND,STATISTICAL,MONTHLY,0.92,3,FY24-NOV,November,Q4,2024,172.49
1222,191,4,2024-12-15,2024-07-01,1788,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-DEC,December,Q4,2024,172.49
1223,191,4,2024-12-15,2024-07-01,2307,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-DEC,December,Q4,2024,172.49
1224,191,4,2024-12-15,2024-07-01,1609,DEMAND,STATISTICAL,MONTHLY,0.95,3,FY24-DEC,December,Q4,2024,172.49
1225,191,5,2024-07-15,2024-07-01,1772,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-JUL,July,Q3,2024,172.49
1226,191,5,2024-07-15,2024-07-01,1972,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-JUL,July,Q3,2024,172.49
1227,191,5,2024-07-15,2024-07-01,1595,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-JUL,July,Q3,2024,172.49
1228,191,5,2024-08-15,2024-07-01,2452,DEMAND,STATISTICAL,MONTHLY,0.8,1,FY24-AUG,August,Q3,2024,172.49
1229,191,5,2024-08-15,2024-07-01,2737,DEMAND,STATISTICAL,MONTHLY,0.87,2,FY24-AUG,August,Q3,2024,172.49
1230,191,5,2024-08-15,2024-07-01,2206,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-AUG,August,Q3,2024,172.49
1231,191,5,2024-09-15,2024-07-01,1242,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-SEP,September,Q3,2024,172.49
1232,191,5,2024-09-15,2024-07-01,1409,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-SEP,September,Q3,2024,172.49
1233,191,5,2024-09-15,2024-07-01,1118,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-SEP,September,Q3,2024,172.49
1234,191,5,2024-10-15,2024-07-01,1557,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-OCT,October,Q4,2024,172.49
1235,191,5,2024-10-15,2024-07-01,2053,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-OCT,October,Q4,2024,172.49
1236,191,5,2024-10-15,2024-07-01,1401,DEMAND,STATISTICAL,MONTHLY,0.93,3,FY24-OCT,October,Q4,2024,172.49
1237,191,5,2024-11-15,2024-07-01,2865,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-NOV,November,Q4,2024,172.49
1238,191,5,2024-11-15,2024-07-01,3615,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-NOV,November,Q4,2024,172.49
1239,191,5,2024-11-15,2024-07-01,2578,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-NOV,November,Q4,2024,172.49
1240,191,5,2024-12-15,2024-07-01,2426,DEMAND,STATISTICAL,MONTHLY,0.79,1,FY24-DEC,December,Q4,2024,172.49
1241,191,5,2024-12-15,2024-07-01,3265,DEMAND,STATISTICAL,MONTHLY,0.85,2,FY24-DEC,December,Q4,2024,172.49
1242,191,5,2024-12-15,2024-07-01,2183,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-DEC,December,Q4,2024,172.49
1243,200,3,2024-07-15,2024-07-01,1740,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-JUL,July,Q3,2024,89.99
1244,200,3,2024-07-15,2024-07-01,1975,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-JUL,July,Q3,2024,89.99
1245,200,3,2024-07-15,2024-07-01,1566,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-JUL,July,Q3,2024,89.99
1246,200,3,2024-08-15,2024-07-01,2142,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-AUG,August,Q3,2024,89.99
1247,200,3,2024-08-15,2024-07-01,2380,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-AUG,August,Q3,2024,89.99
1248,200,3,2024-08-15,2024-07-01,1928,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-AUG,August,Q3,2024,89.99
1249,200,3,2024-09-15,2024-07-01,2288,DEMAND,STATISTICAL,MONTHLY,0.91,1,FY24-SEP,September,Q3,2024,89.99
1250,200,3,2024-09-15,2024-07-01,2577,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-SEP,September,Q3,2024,89.99
1251,200,3,2024-09-15,2024-07-01,2059,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-SEP,September,Q3,2024,89.99
1252,200,3,2024-10-15,2024-07-01,2735,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-OCT,October,Q4,2024,89.99
1253,200,3,2024-10-15,2024-07-01,3435,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-OCT,October,Q4,2024,89.99
1254,200,3,2024-10-15,2024-07-01,2461,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-OCT,October,Q4,2024,89.99
1255,200,3,2024-11-15,2024-07-01,1923,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-NOV,November,Q4,2024,89.99
1256,200,3,2024-11-15,2024-07-01,2435,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-NOV,November,Q4,2024,89.99
1257,200,3,2024-11-15,2024-07-01,1731,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-NOV,November,Q4,2024,89.99
1258,200,3,2024-12-15,2024-07-01,2177,DEMAND,STATISTICAL,MONTHLY,0.79,1,FY24-DEC,December,Q4,2024,89.99
1259,200,3,2024-12-15,2024-07-01,2848,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-DEC,December,Q4,2024,89.99
1260,200,3,2024-12-15,2024-07-01,1959,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-DEC,December,Q4,2024,89.99
1261,200,4,2024-07-15,2024-07-01,2156,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-JUL,July,Q3,2024,89.99
1262,200,4,2024-07-15,2024-07-01,2386,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-JUL,July,Q3,2024,89.99
1263,200,4,2024-07-15,2024-07-01,1940,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-JUL,July,Q3,2024,89.99
1264,200,4,2024-08-15,2024-07-01,1644,DEMAND,STATISTICAL,MONTHLY,0.84,1,FY24-AUG,August,Q3,2024,89.99
1265,200,4,2024-08-15,2024-07-01,1875,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-AUG,August,Q3,2024,89.99
1266,200,4,2024-08-15,2024-07-01,1480,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-AUG,August,Q3,2024,89.99
1267,200,4,2024-09-15,2024-07-01,2172,DEMAND,STATISTICAL,MONTHLY,0.75,1,FY24-SEP,September,Q3,2024,89.99
1268,200,4,2024-09-15,2024-07-01,2413,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-SEP,September,Q3,2024,89.99
1269,200,4,2024-09-15,2024-07-01,1955,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-SEP,September,Q3,2024,89.99
1270,200,4,2024-10-15,2024-07-01,2224,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-OCT,October,Q4,2024,89.99
1271,200,4,2024-10-15,2024-07-01,3001,DEMAND,STATISTICAL,MONTHLY,0.94,2,FY24-OCT,October,Q4,2024,89.99
1272,200,4,2024-10-15,2024-07-01,2002,DEMAND,STATISTICAL,MONTHLY,0.76,3,FY24-OCT,October,Q4,2024,89.99
1273,200,4,2024-11-15,2024-07-01,2774,DEMAND,STATISTICAL,MONTHLY,0.84,1,FY24-NOV,November,Q4,2024,89.99
1274,200,4,2024-11-15,2024-07-01,3547,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-NOV,November,Q4,2024,89.99
1275,200,4,2024-11-15,2024-07-01,2496,DEMAND,STATISTICAL,MONTHLY,0.78,3,FY24-NOV,November,Q4,2024,89.99
1276,200,4,2024-12-15,2024-07-01,2085,DEMAND,STATISTICAL,MONTHLY,0.95,1,FY24-DEC,December,Q4,2024,89.99
1277,200,4,2024-12-15,2024-07-01,2741,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-DEC,December,Q4,2024,89.99
1278,200,4,2024-12-15,2024-07-01,1876,DEMAND,STATISTICAL,MONTHLY,0.95,3,FY24-DEC,December,Q4,2024,89.99
1279,200,5,2024-07-15,2024-07-01,1540,DEMAND,STATISTICAL,MONTHLY,0.84,1,FY24-JUL,July,Q3,2024,89.99
1280,200,5,2024-07-15,2024-07-01,1764,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-JUL,July,Q3,2024,89.99
1281,200,5,2024-07-15,2024-07-01,1386,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-JUL,July,Q3,2024,89.99
1282,200,5,2024-08-15,2024-07-01,2969,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-AUG,August,Q3,2024,89.99
1283,200,5,2024-08-15,2024-07-01,3346,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-AUG,August,Q3,2024,89.99
1284,200,5,2024-08-15,2024-07-01,2672,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-AUG,August,Q3,2024,89.99
1285,200,5,2024-09-15,2024-07-01,1038,DEMAND,STATISTICAL,MONTHLY,0.95,1,FY24-SEP,September,Q3,2024,89.99
